product_id,product_code,sku,product_name,category_id,supplier_id,unit_cost,unit_price,discount_pct,weight_kg,brand,size,color,is_perishable,is_active,launch_date,discontinue_date,created_at,updated_at
124,PRD00124,SKU-kD12-IlWb54,ClearPath Leg Groceries,10,19,129.04,303.62,0,9.329,PureLife,28,Red,TRUE,TRUE,2021-01-31,,2021-01-31 00:00:00,2021-01-31 00:00:00
125,PRD00125,SKU-SB97-UzEp99,NaturalChoice Entire Laptops,7,17,144.3,209.65,0,8.321,EcoStyle,M,Black,FALSE,TRUE,2019-09-03,,2019-09-03 00:00:00,2019-09-03 00:00:00
126,PRD00126,SKU-Rz59-tcoW57,PureLife Worry Fitness Equipment,13,16,47.25,109.67,0,12.658,EcoStyle,XXL,Red,FALSE,FALSE,2020-01-05,,2020-01-05 00:00:00,2020-01-05 00:00:00
127,PRD00127,SKU-Xr81-KzLb66,EcoStyle Common Groceries,10,16,66.77,147.27,20,15.295,PureLife,M,Purple,TRUE,TRUE,2022-03-26,,2022-03-26 00:00:00,2022-03-26 00:00:00
128,PRD00128,SKU-SH82-mKWi49,NovaBrand Case Furniture,12,2,124.0,304.41,10,4.068,TechPulse,XS,Yellow,FALSE,TRUE,2021-02-24,,2021-02-24 00:00:00,2021-02-24 00:00:00
129,PRD00129,SKU-YX50-jZwD14,UrbanEdge Individual Women's Clothing,9,8,10.29,12.4,15,17.552,ClearPath,M,Blue,FALSE,TRUE,2023-02-11,,2023-02-11 00:00:00,2023-02-11 00:00:00
130,PRD00130,SKU-ml27-ttfl02,ClearPath Eat Groceries,10,15,54.27,123.25,15,10.454,PeakForm,XXL,Gray,TRUE,TRUE,2020-09-02,,2020-09-02 00:00:00,2020-09-02 00:00:00
131,PRD00131,SKU-jR36-JXxa13,UrbanEdge Me Men's Clothing,8,6,106.11,251.67,20,8.127,UrbanEdge,L,Green,FALSE,TRUE,2021-01-05,,2021-01-05 00:00:00,2021-01-05 00:00:00
132,PRD00132,SKU-JR25-zSnE17,NovaBrand Relate Smartphones,6,13,178.96,254.07,15,5.19,PeakForm,32,Red,FALSE,TRUE,2021-01-20,,2021-01-20 00:00:00,2021-01-20 00:00:00
133,PRD00133,SKU-yi67-uWiz31,NovaBrand Spring Smartphones,6,4,200.28,410.5,5,8.942,PureLife,30,White,FALSE,TRUE,2019-02-10,,2019-02-10 00:00:00,2019-02-10 00:00:00
134,PRD00134,SKU-zI54-ewFQ69,ClearPath Sit Men's Clothing,8,14,65.62,137.24,15,2.109,PeakForm,XL,Purple,FALSE,TRUE,2019-01-20,,2019-01-20 00:00:00,2019-01-20 00:00:00
135,PRD00135,SKU-lX90-pxxv39,DailyWear More Men's Clothing,8,4,128.55,304.43,0,2.369,PureLife,28,Black,FALSE,TRUE,2021-11-13,,2021-11-13 00:00:00,2021-11-13 00:00:00
136,PRD00136,SKU-eP09-oiFm96,NaturalChoice Another Groceries,10,10,250.29,616.98,0,0.884,SwiftLine,L,Brown,TRUE,TRUE,2021-01-03,,2021-01-03 00:00:00,2021-01-03 00:00:00
137,PRD00137,SKU-vy34-PlBj61,DailyWear Feel Smartphones,6,16,8.76,11.53,0,18.994,PeakForm,S,Blue,FALSE,TRUE,2019-08-15,,2019-08-15 00:00:00,2019-08-15 00:00:00
138,PRD00138,SKU-qA46-lkzR70,SwiftLine Nation Women's Clothing,9,2,139.74,345.22,0,16.282,NovaBrand,XL,Yellow,FALSE,TRUE,2020-06-24,,2020-06-24 00:00:00,2020-06-24 00:00:00
139,PRD00139,SKU-RU17-gPzZ15,NovaBrand Surface Beverages,11,1,130.67,176.49,20,2.854,EcoStyle,XXL,Yellow,TRUE,TRUE,2023-10-10,,2023-10-10 00:00:00,2023-10-10 00:00:00
140,PRD00140,SKU-KG02-yRDa52,TechPulse Mention Groceries,10,6,264.15,348.9,0,8.075,SwiftLine,XL,Gray,TRUE,TRUE,2023-07-28,,2023-07-28 00:00:00,2023-07-28 00:00:00
141,PRD00141,SKU-Bq66-VOhM04,EcoStyle Surface Fitness Equipment,13,4,240.97,492.42,0,13.954,NovaBrand,M,Blue,FALSE,TRUE,2023-06-21,,2023-06-21 00:00:00,2023-06-21 00:00:00
142,PRD00142,SKU-Tv78-IxhY57,DailyWear Country Fitness Equipment,13,13,241.67,503.14,20,7.236,NovaBrand,34,Green,FALSE,TRUE,2020-01-07,,2020-01-07 00:00:00,2020-01-07 00:00:00
143,PRD00143,SKU-ja68-vTLq61,PureLife Decade Fitness Equipment,13,9,38.32,66.47,15,6.353,PeakForm,32,Purple,FALSE,TRUE,2019-04-05,,2019-04-05 00:00:00,2019-04-05 00:00:00
144,PRD00144,SKU-dD89-schF76,PureLife Magazine Beverages,11,14,158.13,331.24,15,14.56,SwiftLine,XXL,Gray,TRUE,TRUE,2022-06-20,,2022-06-20 00:00:00,2022-06-20 00:00:00
145,PRD00145,SKU-qB50-vRsX95,SwiftLine Tell Smartphones,6,16,8.44,20.38,20,3.392,SwiftLine,XXL,Black,FALSE,TRUE,2021-11-01,,2021-11-01 00:00:00,2021-11-01 00:00:00
146,PRD00146,SKU-sw08-AbCu42,NaturalChoice Finish Groceries,10,13,19.85,29.57,20,4.776,SwiftLine,28,Purple,TRUE,TRUE,2022-08-10,,2022-08-10 00:00:00,2022-08-10 00:00:00
147,PRD00147,SKU-Uc09-IVzp15,NovaBrand Continue Fitness Equipment,13,4,136.89,185.39,5,8.306,PeakForm,30,Red,FALSE,TRUE,2021-10-15,,2021-10-15 00:00:00,2021-10-15 00:00:00
148,PRD00148,SKU-Uj18-OFBr12,SwiftLine Hair Groceries,10,11,267.58,516.71,0,16.524,UrbanEdge,28,Yellow,TRUE,TRUE,2022-09-02,,2022-09-02 00:00:00,2022-09-02 00:00:00
149,PRD00149,SKU-KD79-ceux38,PureLife American Fitness Equipment,13,4,216.41,361.9,20,13.212,NovaBrand,XXL,Yellow,FALSE,TRUE,2021-07-15,,2021-07-15 00:00:00,2021-07-15 00:00:00
150,PRD00150,SKU-GU29-fvOV16,NovaBrand Five Groceries,10,6,166.57,280.85,5,2.895,NaturalChoice,S,White,TRUE,TRUE,2019-08-06,,2019-08-06 00:00:00,2019-08-06 00:00:00
151,PRD00151,SKU-Vq66-UPVf02,SwiftLine Think Women's Clothing,9,7,40.62,93.74,15,6.825,NaturalChoice,XS,Purple,FALSE,TRUE,2020-03-17,,2020-03-17 00:00:00,2020-03-17 00:00:00
152,PRD00152,SKU-qt61-NGIY39,EcoStyle Either Fitness Equipment,13,16,139.93,275.12,0,10.654,NovaBrand,30,Gray,FALSE,TRUE,2021-10-29,,2021-10-29 00:00:00,2021-10-29 00:00:00
153,PRD00153,SKU-nW05-BrVS97,DailyWear Star Fitness Equipment,13,6,277.69,615.2,15,16.323,PureLife,ONE_SIZE,Purple,FALSE,TRUE,2019-12-29,,2019-12-29 00:00:00,2019-12-29 00:00:00
154,PRD00154,SKU-Mz24-lRsr80,UrbanEdge Accept Beverages,11,9,153.71,261.32,5,19.276,ClearPath,28,Green,TRUE,TRUE,2022-06-01,,2022-06-01 00:00:00,2022-06-01 00:00:00
155,PRD00155,SKU-Qi63-rrDM06,PeakForm Street Groceries,10,7,253.71,485.13,0,4.273,ClearPath,34,Yellow,TRUE,TRUE,2020-10-04,,2020-10-04 00:00:00,2020-10-04 00:00:00
156,PRD00156,SKU-bT51-uoeN33,PeakForm Field Men's Clothing,8,18,294.49,602.27,15,12.774,PureLife,XXL,Pink,FALSE,TRUE,2019-12-31,,2019-12-31 00:00:00,2019-12-31 00:00:00
157,PRD00157,SKU-OM97-vIyE96,ClearPath Wonder Furniture,12,14,203.9,481.62,20,0.354,PureLife,XS,Gray,FALSE,TRUE,2021-12-29,,2021-12-29 00:00:00,2021-12-29 00:00:00
158,PRD00158,SKU-uw80-CjDV55,ClearPath Moment Smartphones,6,9,63.97,139.15,0,16.804,ClearPath,L,Pink,FALSE,FALSE,2019-11-26,,2019-11-26 00:00:00,2019-11-26 00:00:00
159,PRD00159,SKU-qz38-cQKf26,PeakForm Program Fitness Equipment,13,8,35.23,82.03,15,12.978,NaturalChoice,L,Pink,FALSE,TRUE,2023-02-23,,2023-02-23 00:00:00,2023-02-23 00:00:00
160,PRD00160,SKU-nV78-Hxts51,NaturalChoice Social Groceries,10,14,209.42,264.09,20,19.519,TechPulse,30,Red,TRUE,FALSE,2021-02-20,,2021-02-20 00:00:00,2021-02-20 00:00:00
161,PRD00161,SKU-jN57-LkNw70,SwiftLine Other Groceries,10,8,64.91,151.21,15,14.122,TechPulse,32,Pink,TRUE,TRUE,2023-10-29,,2023-10-29 00:00:00,2023-10-29 00:00:00
162,PRD00162,SKU-JV66-FpyI04,SwiftLine Catch Women's Clothing,9,6,233.96,574.04,15,1.582,EcoStyle,30,Blue,FALSE,TRUE,2020-08-25,,2020-08-25 00:00:00,2020-08-25 00:00:00
163,PRD00163,SKU-zn69-nhKs11,DailyWear Could Furniture,12,9,87.34,134.81,0,6.678,EcoStyle,XS,Green,FALSE,TRUE,2019-11-26,,2019-11-26 00:00:00,2019-11-26 00:00:00
164,PRD00164,SKU-wW26-nAMr86,ClearPath Front Smartphones,6,16,233.23,469.49,20,11.496,TechPulse,S,Yellow,FALSE,TRUE,2023-09-23,,2023-09-23 00:00:00,2023-09-23 00:00:00
165,PRD00165,SKU-II51-zozF58,NaturalChoice Something Men's Clothing,8,18,158.58,352.39,10,8.128,TechPulse,L,Black,FALSE,TRUE,2019-11-23,,2019-11-23 00:00:00,2019-11-23 00:00:00
166,PRD00166,SKU-lz74-saIv72,DailyWear Source Beverages,11,17,111.44,165.37,5,19.933,NovaBrand,S,Yellow,TRUE,TRUE,2023-03-22,,2023-03-22 00:00:00,2023-03-22 00:00:00
167,PRD00167,SKU-LP72-AAAm16,NaturalChoice Provide Women's Clothing,9,4,287.87,600.88,5,5.206,ClearPath,XS,Pink,FALSE,TRUE,2020-10-19,,2020-10-19 00:00:00,2020-10-19 00:00:00
168,PRD00168,SKU-NN09-GfMK32,NovaBrand Sign Beverages,11,10,156.72,291.71,15,3.931,PeakForm,S,Blue,TRUE,TRUE,2021-09-23,,2021-09-23 00:00:00,2021-09-23 00:00:00
169,PRD00169,SKU-pk60-KOER59,UrbanEdge Benefit Smartphones,6,14,189.95,279.99,20,2.168,PeakForm,ONE_SIZE,Blue,FALSE,TRUE,2022-07-13,,2022-07-13 00:00:00,2022-07-13 00:00:00
170,PRD00170,SKU-JG50-mkDx96,PureLife Several Men's Clothing,8,3,12.01,25.6,0,3.642,ClearPath,30,Blue,FALSE,TRUE,2019-03-19,,2019-03-19 00:00:00,2019-03-19 00:00:00
171,PRD00171,SKU-ui32-sebn73,NaturalChoice Participant Women's Clothing,9,14,273.74,473.55,0,0.436,PureLife,30,Red,FALSE,TRUE,2021-07-12,,2021-07-12 00:00:00,2021-07-12 00:00:00
172,PRD00172,SKU-Cp77-YlDG39,PureLife Put Laptops,7,12,228.01,447.19,10,2.212,ClearPath,32,Blue,FALSE,TRUE,2022-12-06,,2022-12-06 00:00:00,2022-12-06 00:00:00
173,PRD00173,SKU-pD19-UeaV52,SwiftLine Alone Fitness Equipment,13,6,117.52,266.62,10,4.475,NaturalChoice,30,White,FALSE,TRUE,2019-03-05,,2019-03-05 00:00:00,2019-03-05 00:00:00
174,PRD00174,SKU-eY68-AqTI76,TechPulse Camera Men's Clothing,8,1,92.93,218.67,10,17.508,EcoStyle,S,Red,FALSE,FALSE,2023-06-17,,2023-06-17 00:00:00,2023-06-17 00:00:00
175,PRD00175,SKU-EU98-dsZz07,UrbanEdge Them Furniture,12,12,163.46,397.38,0,8.312,PeakForm,M,Green,FALSE,TRUE,2020-09-16,,2020-09-16 00:00:00,2020-09-16 00:00:00
176,PRD00176,SKU-OP05-CBYh68,DailyWear Body Groceries,10,2,62.33,89.49,20,15.046,PeakForm,28,Pink,TRUE,FALSE,2023-06-26,,2023-06-26 00:00:00,2023-06-26 00:00:00
177,PRD00177,SKU-Uk24-xAQv91,SwiftLine Change Laptops,7,11,78.95,115.0,0,2.651,UrbanEdge,S,White,FALSE,TRUE,2022-04-04,,2022-04-04 00:00:00,2022-04-04 00:00:00
178,PRD00178,SKU-gv37-PSeD34,ClearPath Way Women's Clothing,9,19,98.75,176.35,0,11.354,TechPulse,XXL,Gray,FALSE,TRUE,2022-06-16,,2022-06-16 00:00:00,2022-06-16 00:00:00
179,PRD00179,SKU-sS73-CvYC45,NaturalChoice Scene Beverages,11,9,77.62,115.5,20,7.254,TechPulse,28,Brown,TRUE,TRUE,2023-02-24,,2023-02-24 00:00:00,2023-02-24 00:00:00
180,PRD00180,SKU-cW49-ijHs49,DailyWear Agree Groceries,10,3,148.66,199.42,20,5.684,EcoStyle,30,Black,TRUE,TRUE,2022-08-15,,2022-08-15 00:00:00,2022-08-15 00:00:00
181,PRD00181,SKU-Ts35-tTkK95,PeakForm Protect Laptops,7,1,219.59,518.17,20,11.68,NaturalChoice,32,Black,FALSE,TRUE,2023-10-06,,2023-10-06 00:00:00,2023-10-06 00:00:00
182,PRD00182,SKU-jV47-ZSij74,EcoStyle Political Groceries,10,12,165.32,413.03,5,4.544,DailyWear,XL,Green,TRUE,TRUE,2021-08-24,,2021-08-24 00:00:00,2021-08-24 00:00:00
183,PRD00183,SKU-bn46-LtjL43,UrbanEdge Actually Laptops,7,20,122.05,226.14,15,3.4,PeakForm,M,Brown,FALSE,TRUE,2022-09-19,,2022-09-19 00:00:00,2022-09-19 00:00:00
184,PRD00184,SKU-zE45-NkwP88,NovaBrand Clearly Men's Clothing,8,8,222.1,406.12,20,9.804,PureLife,XL,Yellow,FALSE,TRUE,2021-01-04,,2021-01-04 00:00:00,2021-01-04 00:00:00
185,PRD00185,SKU-xy98-FPkH58,SwiftLine Meet Women's Clothing,9,15,157.78,351.68,0,0.894,TechPulse,S,Pink,FALSE,TRUE,2021-03-05,,2021-03-05 00:00:00,2021-03-05 00:00:00
186,PRD00186,SKU-Qe27-votn60,DailyWear Door Groceries,10,6,251.29,387.57,5,13.108,TechPulse,32,Blue,TRUE,TRUE,2022-01-19,,2022-01-19 00:00:00,2022-01-19 00:00:00
187,PRD00187,SKU-Pm24-wFDK91,TechPulse While Furniture,12,12,291.94,434.92,5,15.874,DailyWear,XS,Pink,FALSE,TRUE,2021-04-11,,2021-04-11 00:00:00,2021-04-11 00:00:00
188,PRD00188,SKU-xQ08-czOg33,ClearPath Girl Fitness Equipment,13,7,53.85,70.02,0,3.819,TechPulse,32,Blue,FALSE,TRUE,2022-08-10,,2022-08-10 00:00:00,2022-08-10 00:00:00
189,PRD00189,SKU-IV81-IfZd48,SwiftLine Likely Furniture,12,16,244.3,521.91,0,11.857,NaturalChoice,XS,Black,FALSE,FALSE,2021-09-13,,2021-09-13 00:00:00,2021-09-13 00:00:00
190,PRD00190,SKU-qZ98-VlSP33,DailyWear Toward Men's Clothing,8,5,44.74,83.5,0,3.41,EcoStyle,30,Gray,FALSE,TRUE,2023-12-30,,2023-12-30 00:00:00,2023-12-30 00:00:00
191,PRD00191,SKU-cM33-rJrf72,ClearPath Situation Smartphones,6,3,264.16,566.98,0,9.039,SwiftLine,28,Green,FALSE,TRUE,2023-08-10,,2023-08-10 00:00:00,2023-08-10 00:00:00
192,PRD00192,SKU-td31-nopL28,EcoStyle Sort Furniture,12,20,182.25,406.96,15,10.265,EcoStyle,34,Yellow,FALSE,TRUE,2023-08-08,,2023-08-08 00:00:00,2023-08-08 00:00:00
193,PRD00193,SKU-IY97-duYO71,NovaBrand Baby Laptops,7,7,72.8,123.84,10,17.206,PeakForm,34,Gray,FALSE,TRUE,2019-08-11,,2019-08-11 00:00:00,2019-08-11 00:00:00
194,PRD00194,SKU-fE37-mgIL17,NovaBrand Dinner Laptops,7,18,57.34,136.02,10,15.072,PureLife,28,Green,FALSE,TRUE,2022-05-13,,2022-05-13 00:00:00,2022-05-13 00:00:00
195,PRD00195,SKU-aL97-BhUC49,NaturalChoice Star Smartphones,6,17,269.61,595.12,5,7.471,NovaBrand,30,Gray,FALSE,TRUE,2022-08-22,,2022-08-22 00:00:00,2022-08-22 00:00:00
196,PRD00196,SKU-aq39-WAMr97,DailyWear Mind Fitness Equipment,13,4,237.92,403.42,5,2.764,SwiftLine,L,Blue,FALSE,TRUE,2022-04-21,,2022-04-21 00:00:00,2022-04-21 00:00:00
197,PRD00197,SKU-Gs25-PtqI87,NovaBrand Energy Furniture,12,19,81.05,97.84,10,2.445,NovaBrand,ONE_SIZE,Black,FALSE,TRUE,2023-03-03,,2023-03-03 00:00:00,2023-03-03 00:00:00
198,PRD00198,SKU-tO54-ChWl88,DailyWear Method Beverages,11,9,125.61,168.14,0,17.114,NaturalChoice,32,Yellow,TRUE,TRUE,2021-05-22,,2021-05-22 00:00:00,2021-05-22 00:00:00
199,PRD00199,SKU-Fk05-leWB87,PeakForm Report Furniture,12,16,227.72,395.59,0,7.467,PeakForm,28,White,FALSE,TRUE,2023-05-25,,2023-05-25 00:00:00,2023-05-25 00:00:00
200,PRD00200,SKU-OR41-IlmX75,PureLife Boy Beverages,11,8,233.39,400.86,5,15.684,EcoStyle,S,Black,TRUE,TRUE,2019-10-10,,2019-10-10 00:00:00,2019-10-10 00:00:00
