line_id,transaction_id,line_number,product_id,quantity,unit_price,unit_cost,discount_pct,discount_amount,line_total_amount,line_cost_amount,tax_rate,tax_amount,created_at
2110,594,1,89,2,150.97,105.52,0.0,0.0,301.94,211.04,8.0,24.16,2024-02-20 15:39:00
2111,594,2,165,5,352.39,158.58,10.0,176.19,1585.76,792.9,8.0,126.86,2024-02-20 15:39:00
2112,595,1,124,1,303.62,129.04,0.0,0.0,303.62,129.04,8.0,24.29,2024-05-11 18:10:00
2113,595,2,45,3,97.88,45.0,20.0,58.73,234.91,135.0,8.0,18.79,2024-05-11 18:10:00
2114,595,3,98,2,374.73,212.83,5.0,37.47,711.99,425.66,8.0,56.96,2024-05-11 18:10:00
2115,595,4,4,3,312.35,152.29,20.0,187.41,749.64,456.87,8.0,59.97,2024-05-11 18:10:00
2116,595,5,172,2,447.19,228.01,10.0,89.44,804.94,456.02,8.0,64.4,2024-05-11 18:10:00
2117,596,1,192,5,406.96,182.25,15.0,305.22,1729.58,911.25,8.0,138.37,2024-08-06 18:58:00
2118,597,1,142,5,503.14,241.67,20.0,503.14,2012.56,1208.35,8.0,161.0,2023-12-04 16:04:00
2119,597,2,137,1,11.53,8.76,0.0,0.0,11.53,8.76,8.0,0.92,2023-12-04 16:04:00
2120,597,3,190,1,83.5,44.74,0.0,0.0,83.5,44.74,8.0,6.68,2023-12-04 16:04:00
2121,598,1,63,1,85.32,40.24,5.0,4.27,81.05,40.24,8.0,6.48,2023-07-07 19:59:00
2122,598,2,59,5,235.51,112.8,0.0,0.0,1177.55,564.0,8.0,94.2,2023-07-07 19:59:00
2123,598,3,177,3,115.0,78.95,0.0,0.0,345.0,236.85,8.0,27.6,2023-07-07 19:59:00
2124,598,4,184,5,406.12,222.1,20.0,406.12,1624.48,1110.5,8.0,129.96,2023-07-07 19:59:00
2125,598,5,117,3,198.75,144.86,0.0,0.0,596.25,434.58,8.0,47.7,2023-07-07 19:59:00
2126,598,6,46,1,477.42,229.63,15.0,71.61,405.81,229.63,8.0,32.46,2023-07-07 19:59:00
2127,599,1,195,5,595.12,269.61,5.0,148.78,2826.82,1348.05,8.0,226.15,2023-08-01 11:15:00
2128,599,2,149,1,361.9,216.41,20.0,72.38,289.52,216.41,8.0,23.16,2023-08-01 11:15:00
2129,599,3,123,3,311.24,143.88,15.0,140.06,793.66,431.64,8.0,63.49,2023-08-01 11:15:00
2130,599,4,119,1,336.47,170.63,5.0,16.82,319.65,170.63,8.0,25.57,2023-08-01 11:15:00
2131,599,5,26,2,66.73,26.82,10.0,13.35,120.11,53.64,8.0,9.61,2023-08-01 11:15:00
2132,600,1,125,4,209.65,144.3,0.0,0.0,838.6,577.2,8.0,67.09,2024-07-09 17:13:00
2133,600,2,77,1,154.02,121.89,0.0,0.0,154.02,121.89,8.0,12.32,2024-07-09 17:13:00
2134,600,3,146,4,29.57,19.85,20.0,23.66,94.62,79.4,8.0,7.57,2024-07-09 17:13:00
2135,600,4,3,2,18.77,9.78,0.0,0.0,37.54,19.56,8.0,3.0,2024-07-09 17:13:00
2136,600,5,149,5,361.9,216.41,20.0,361.9,1447.6,1082.05,8.0,115.81,2024-07-09 17:13:00
2137,601,1,46,3,477.42,229.63,15.0,214.84,1217.42,688.89,8.0,97.39,2024-09-07 12:31:00
2138,601,2,85,3,595.61,269.25,0.0,0.0,1786.83,807.75,8.0,142.95,2024-09-07 12:31:00
2139,601,3,130,5,123.25,54.27,15.0,92.44,523.81,271.35,8.0,41.9,2024-09-07 12:31:00
2140,601,4,124,2,303.62,129.04,0.0,0.0,607.24,258.08,8.0,48.58,2024-09-07 12:31:00
2141,601,5,132,3,254.07,178.96,15.0,114.33,647.88,536.88,8.0,51.83,2024-09-07 12:31:00
2142,601,6,73,3,330.51,192.98,5.0,49.58,941.95,578.94,8.0,75.36,2024-09-07 12:31:00
2143,602,1,131,2,251.67,106.11,20.0,100.67,402.67,212.22,8.0,32.21,2023-07-06 15:00:00
2144,602,2,121,2,439.97,205.82,0.0,0.0,879.94,411.64,8.0,70.4,2023-07-06 15:00:00
2145,602,3,127,1,147.27,66.77,20.0,29.45,117.82,66.77,8.0,9.43,2023-07-06 15:00:00
2146,603,1,200,2,400.86,233.39,5.0,40.09,761.63,466.78,8.0,60.93,2024-07-05 21:11:00
2147,603,2,28,2,473.35,290.21,0.0,0.0,946.7,580.42,8.0,75.74,2024-07-05 21:11:00
2148,604,1,173,4,266.62,117.52,10.0,106.65,959.83,470.08,8.0,76.79,2023-11-04 17:13:00
2149,604,2,40,2,356.48,239.78,10.0,71.3,641.66,479.56,8.0,51.33,2023-11-04 17:13:00
2150,604,3,83,2,261.9,128.67,15.0,78.57,445.23,257.34,8.0,35.62,2023-11-04 17:13:00
2151,604,4,41,5,269.32,173.95,20.0,269.32,1077.28,869.75,8.0,86.18,2023-11-04 17:13:00
2152,604,5,50,2,162.33,135.18,15.0,48.7,275.96,270.36,8.0,22.08,2023-11-04 17:13:00
2153,605,1,121,2,439.97,205.82,0.0,0.0,879.94,411.64,8.0,70.4,2023-10-03 11:59:00
2154,605,2,78,3,78.25,35.06,20.0,46.95,187.8,105.18,8.0,15.02,2023-10-03 11:59:00
2155,605,3,95,3,274.64,217.52,5.0,41.2,782.72,652.56,8.0,62.62,2023-10-03 11:59:00
2156,606,1,15,2,472.39,290.83,5.0,47.24,897.54,581.66,8.0,71.8,2024-03-03 08:48:00
2157,606,2,105,4,88.42,40.48,20.0,70.74,282.94,161.92,8.0,22.64,2024-03-03 08:48:00
2158,606,3,91,3,280.31,196.51,0.0,0.0,840.93,589.53,8.0,67.27,2024-03-03 08:48:00
2159,606,4,166,1,165.37,111.44,5.0,8.27,157.1,111.44,8.0,12.57,2024-03-03 08:48:00
2160,607,1,84,2,324.65,146.51,0.0,0.0,649.3,293.02,8.0,51.94,2023-11-26 14:50:00
2161,607,2,143,2,66.47,38.32,15.0,19.94,113.0,76.64,8.0,9.04,2023-11-26 14:50:00
2162,607,3,144,5,331.24,158.13,15.0,248.43,1407.77,790.65,8.0,112.62,2023-11-26 14:50:00
2163,607,4,190,5,83.5,44.74,0.0,0.0,417.5,223.7,8.0,33.4,2023-11-26 14:50:00
2164,608,1,12,4,323.71,206.91,0.0,0.0,1294.84,827.64,8.0,103.59,2024-05-06 19:37:00
2165,608,2,200,2,400.86,233.39,5.0,40.09,761.63,466.78,8.0,60.93,2024-05-06 19:37:00
2166,608,3,169,3,279.99,189.95,20.0,167.99,671.98,569.85,8.0,53.76,2024-05-06 19:37:00
2167,608,4,100,5,83.97,50.31,20.0,83.97,335.88,251.55,8.0,26.87,2024-05-06 19:37:00
2168,609,1,113,4,103.85,45.02,0.0,0.0,415.4,180.08,8.0,33.23,2023-12-17 12:34:00
2169,609,2,73,2,330.51,192.98,5.0,33.05,627.97,385.96,8.0,50.24,2023-12-17 12:34:00
2170,609,3,29,1,233.21,136.5,0.0,0.0,233.21,136.5,8.0,18.66,2023-12-17 12:34:00
2171,610,1,23,5,459.09,290.77,20.0,459.09,1836.36,1453.85,8.0,146.91,2023-11-03 17:12:00
2172,610,2,113,3,103.85,45.02,0.0,0.0,311.55,135.06,8.0,24.92,2023-11-03 17:12:00
2173,610,3,63,5,85.32,40.24,5.0,21.33,405.27,201.2,8.0,32.42,2023-11-03 17:12:00
2174,610,4,84,5,324.65,146.51,0.0,0.0,1623.25,732.55,8.0,129.86,2023-11-03 17:12:00
2175,610,5,147,3,185.39,136.89,5.0,27.81,528.36,410.67,8.0,42.27,2023-11-03 17:12:00
2176,611,1,48,4,571.51,255.78,20.0,457.21,1828.83,1023.12,8.0,146.31,2024-04-01 19:56:00
2177,611,2,83,2,261.9,128.67,15.0,78.57,445.23,257.34,8.0,35.62,2024-04-01 19:56:00
2178,612,1,106,1,146.53,64.57,0.0,0.0,146.53,64.57,8.0,11.72,2023-01-24 10:07:00
2179,612,2,110,5,539.34,225.0,20.0,539.34,2157.36,1125.0,8.0,172.59,2023-01-24 10:07:00
2180,612,3,102,3,139.99,59.54,0.0,0.0,419.97,178.62,8.0,33.6,2023-01-24 10:07:00
2181,612,4,125,1,209.65,144.3,0.0,0.0,209.65,144.3,8.0,16.77,2023-01-24 10:07:00
2182,612,5,13,5,443.38,279.02,20.0,443.38,1773.52,1395.1,8.0,141.88,2023-01-24 10:07:00
2183,612,6,136,4,616.98,250.29,0.0,0.0,2467.92,1001.16,8.0,197.43,2023-01-24 10:07:00
2184,613,1,145,1,20.38,8.44,20.0,4.08,16.3,8.44,8.0,1.3,2024-10-11 09:47:00
2185,614,1,157,1,481.62,203.9,20.0,96.32,385.3,203.9,8.0,30.82,2023-03-31 17:59:00
2186,614,2,167,4,600.88,287.87,5.0,120.18,2283.34,1151.48,8.0,182.67,2023-03-31 17:59:00
2187,614,3,49,3,314.94,172.01,0.0,0.0,944.82,516.03,8.0,75.59,2023-03-31 17:59:00
2188,614,4,193,4,123.84,72.8,10.0,49.54,445.82,291.2,8.0,35.67,2023-03-31 17:59:00
2189,615,1,190,1,83.5,44.74,0.0,0.0,83.5,44.74,8.0,6.68,2023-12-14 15:33:00
2190,615,2,111,5,436.77,291.89,0.0,0.0,2183.85,1459.45,8.0,174.71,2023-12-14 15:33:00
2191,615,3,6,4,400.14,230.48,15.0,240.08,1360.48,921.92,8.0,108.84,2023-12-14 15:33:00
2192,615,4,103,1,104.39,49.58,20.0,20.88,83.51,49.58,8.0,6.68,2023-12-14 15:33:00
2193,615,5,148,1,516.71,267.58,0.0,0.0,516.71,267.58,8.0,41.34,2023-12-14 15:33:00
2194,615,6,76,2,71.25,31.67,0.0,0.0,142.5,63.34,8.0,11.4,2023-12-14 15:33:00
2195,616,1,171,5,473.55,273.74,0.0,0.0,2367.75,1368.7,8.0,189.42,2023-12-01 16:29:00
2196,616,2,52,2,88.44,67.96,15.0,26.53,150.35,135.92,8.0,12.03,2023-12-01 16:29:00
2197,616,3,198,2,168.14,125.61,0.0,0.0,336.28,251.22,8.0,26.9,2023-12-01 16:29:00
2198,616,4,148,2,516.71,267.58,0.0,0.0,1033.42,535.16,8.0,82.67,2023-12-01 16:29:00
2199,616,5,91,2,280.31,196.51,0.0,0.0,560.62,393.02,8.0,44.85,2023-12-01 16:29:00
2200,616,6,184,3,406.12,222.1,20.0,243.67,974.69,666.3,8.0,77.98,2023-12-01 16:29:00
2201,617,1,90,2,279.33,115.21,0.0,0.0,558.66,230.42,8.0,44.69,2023-02-10 20:08:00
2202,617,2,18,2,46.7,35.47,10.0,9.34,84.06,70.94,8.0,6.72,2023-02-10 20:08:00
2203,617,3,84,3,324.65,146.51,0.0,0.0,973.95,439.53,8.0,77.92,2023-02-10 20:08:00
2204,617,4,81,2,256.94,151.36,0.0,0.0,513.88,302.72,8.0,41.11,2023-02-10 20:08:00
2205,617,5,59,4,235.51,112.8,0.0,0.0,942.04,451.2,8.0,75.36,2023-02-10 20:08:00
2206,618,1,7,2,243.47,199.49,0.0,0.0,486.94,398.98,8.0,38.96,2024-03-26 09:53:00
2207,618,2,114,4,583.64,275.82,10.0,233.46,2101.1,1103.28,8.0,168.09,2024-03-26 09:53:00
2208,618,3,191,1,566.98,264.16,0.0,0.0,566.98,264.16,8.0,45.36,2024-03-26 09:53:00
2209,618,4,190,4,83.5,44.74,0.0,0.0,334.0,178.96,8.0,26.72,2024-03-26 09:53:00
2210,619,1,186,2,387.57,251.29,5.0,38.76,736.38,502.58,8.0,58.91,2023-04-06 10:32:00
2211,619,2,133,1,410.5,200.28,5.0,20.52,389.98,200.28,8.0,31.2,2023-04-06 10:32:00
2212,619,3,32,4,604.09,279.33,0.0,0.0,2416.36,1117.32,8.0,193.31,2023-04-06 10:32:00
2213,619,4,42,5,455.3,222.12,5.0,113.83,2162.67,1110.6,8.0,173.01,2023-04-06 10:32:00
2214,619,5,194,3,136.02,57.34,10.0,40.81,367.25,172.02,8.0,29.38,2023-04-06 10:32:00
2215,620,1,131,1,251.67,106.11,20.0,50.33,201.34,106.11,8.0,16.11,2024-06-03 13:30:00
2216,620,2,29,1,233.21,136.5,0.0,0.0,233.21,136.5,8.0,18.66,2024-06-03 13:30:00
2217,620,3,117,4,198.75,144.86,0.0,0.0,795.0,579.44,8.0,63.6,2024-06-03 13:30:00
2218,621,1,77,4,154.02,121.89,0.0,0.0,616.08,487.56,8.0,49.29,2023-03-08 14:54:00
2219,621,2,59,4,235.51,112.8,0.0,0.0,942.04,451.2,8.0,75.36,2023-03-08 14:54:00
2220,621,3,180,1,199.42,148.66,20.0,39.88,159.54,148.66,8.0,12.76,2023-03-08 14:54:00
2221,621,4,22,3,237.34,134.87,0.0,0.0,712.02,404.61,8.0,56.96,2023-03-08 14:54:00
2222,621,5,167,3,600.88,287.87,5.0,90.13,1712.51,863.61,8.0,137.0,2023-03-08 14:54:00
2223,621,6,165,1,352.39,158.58,10.0,35.24,317.15,158.58,8.0,25.37,2023-03-08 14:54:00
2224,622,1,16,5,60.69,30.28,0.0,0.0,303.45,151.4,8.0,24.28,2024-12-12 15:48:00
2225,623,1,39,1,602.18,245.49,15.0,90.33,511.85,245.49,8.0,40.95,2024-03-05 10:11:00
2226,623,2,190,2,83.5,44.74,0.0,0.0,167.0,89.48,8.0,13.36,2024-03-05 10:11:00
2227,623,3,172,1,447.19,228.01,10.0,44.72,402.47,228.01,8.0,32.2,2024-03-05 10:11:00
2228,623,4,47,4,269.32,123.84,5.0,53.86,1023.42,495.36,8.0,81.87,2024-03-05 10:11:00
2229,623,5,94,2,512.35,247.39,0.0,0.0,1024.7,494.78,8.0,81.98,2024-03-05 10:11:00
2230,624,1,9,1,312.02,239.51,0.0,0.0,312.02,239.51,8.0,24.96,2023-01-27 13:01:00
2231,624,2,189,5,521.91,244.3,0.0,0.0,2609.55,1221.5,8.0,208.76,2023-01-27 13:01:00
2232,624,3,37,4,123.99,59.0,10.0,49.6,446.36,236.0,8.0,35.71,2023-01-27 13:01:00
2233,624,4,105,5,88.42,40.48,20.0,88.42,353.68,202.4,8.0,28.29,2023-01-27 13:01:00
2234,625,1,29,4,233.21,136.5,0.0,0.0,932.84,546.0,8.0,74.63,2023-08-17 09:26:00
2235,626,1,121,5,439.97,205.82,0.0,0.0,2199.85,1029.1,8.0,175.99,2024-10-14 08:19:00
2236,626,2,66,3,134.73,72.38,0.0,0.0,404.19,217.14,8.0,32.34,2024-10-14 08:19:00
2237,626,3,33,5,123.23,59.98,0.0,0.0,616.15,299.9,8.0,49.29,2024-10-14 08:19:00
2238,626,4,83,1,261.9,128.67,15.0,39.28,222.62,128.67,8.0,17.81,2024-10-14 08:19:00
2239,627,1,169,1,279.99,189.95,20.0,56.0,223.99,189.95,8.0,17.92,2023-05-13 20:09:00
2240,627,2,22,4,237.34,134.87,0.0,0.0,949.36,539.48,8.0,75.95,2023-05-13 20:09:00
2241,628,1,119,3,336.47,170.63,5.0,50.47,958.94,511.89,8.0,76.72,2024-11-06 12:21:00
2242,628,2,172,2,447.19,228.01,10.0,89.44,804.94,456.02,8.0,64.4,2024-11-06 12:21:00
2243,628,3,152,3,275.12,139.93,0.0,0.0,825.36,419.79,8.0,66.03,2024-11-06 12:21:00
2244,628,4,134,4,137.24,65.62,15.0,82.34,466.62,262.48,8.0,37.33,2024-11-06 12:21:00
2245,628,5,133,3,410.5,200.28,5.0,61.58,1169.92,600.84,8.0,93.59,2024-11-06 12:21:00
2246,628,6,148,2,516.71,267.58,0.0,0.0,1033.42,535.16,8.0,82.67,2024-11-06 12:21:00
2247,629,1,163,2,134.81,87.34,0.0,0.0,269.62,174.68,8.0,21.57,2023-07-22 10:00:00
2248,629,2,9,2,312.02,239.51,0.0,0.0,624.04,479.02,8.0,49.92,2023-07-22 10:00:00
2249,630,1,104,3,429.83,246.43,0.0,0.0,1289.49,739.29,8.0,103.16,2023-12-19 11:40:00
2250,630,2,116,5,45.39,19.65,15.0,34.04,192.91,98.25,8.0,15.43,2023-12-19 11:40:00
2251,630,3,55,4,265.78,190.28,20.0,212.62,850.5,761.12,8.0,68.04,2023-12-19 11:40:00
2252,630,4,117,1,198.75,144.86,0.0,0.0,198.75,144.86,8.0,15.9,2023-12-19 11:40:00
2253,630,5,160,3,264.09,209.42,20.0,158.45,633.82,628.26,8.0,50.71,2023-12-19 11:40:00
2254,631,1,170,5,25.6,12.01,0.0,0.0,128.0,60.05,8.0,10.24,2024-05-14 20:35:00
2255,631,2,25,3,550.97,246.59,15.0,247.94,1404.97,739.77,8.0,112.4,2024-05-14 20:35:00
2256,631,3,172,1,447.19,228.01,10.0,44.72,402.47,228.01,8.0,32.2,2024-05-14 20:35:00
2257,631,4,88,3,197.18,149.68,0.0,0.0,591.54,449.04,8.0,47.32,2024-05-14 20:35:00
2258,632,1,141,3,492.42,240.97,0.0,0.0,1477.26,722.91,8.0,118.18,2024-04-13 21:07:00
2259,633,1,102,2,139.99,59.54,0.0,0.0,279.98,119.08,8.0,22.4,2023-03-26 21:32:00
2260,633,2,131,2,251.67,106.11,20.0,100.67,402.67,212.22,8.0,32.21,2023-03-26 21:32:00
2261,634,1,145,5,20.38,8.44,20.0,20.38,81.52,42.2,8.0,6.52,2024-06-22 17:49:00
2262,634,2,136,1,616.98,250.29,0.0,0.0,616.98,250.29,8.0,49.36,2024-06-22 17:49:00
2263,635,1,175,2,397.38,163.46,0.0,0.0,794.76,326.92,8.0,63.58,2023-06-20 13:10:00
2264,636,1,52,3,88.44,67.96,15.0,39.8,225.52,203.88,8.0,18.04,2023-06-05 16:39:00
2265,636,2,72,4,283.92,214.94,15.0,170.35,965.33,859.76,8.0,77.23,2023-06-05 16:39:00
2266,636,3,13,5,443.38,279.02,20.0,443.38,1773.52,1395.1,8.0,141.88,2023-06-05 16:39:00
2267,636,4,103,4,104.39,49.58,20.0,83.51,334.05,198.32,8.0,26.72,2023-06-05 16:39:00
2268,637,1,80,1,321.63,243.74,0.0,0.0,321.63,243.74,8.0,25.73,2023-09-15 19:35:00
2269,637,2,54,4,266.14,117.9,0.0,0.0,1064.56,471.6,8.0,85.16,2023-09-15 19:35:00
2270,637,3,188,2,70.02,53.85,0.0,0.0,140.04,107.7,8.0,11.2,2023-09-15 19:35:00
2271,637,4,157,2,481.62,203.9,20.0,192.65,770.59,407.8,8.0,61.65,2023-09-15 19:35:00
2272,637,5,153,4,615.2,277.69,15.0,369.12,2091.68,1110.76,8.0,167.33,2023-09-15 19:35:00
2273,637,6,18,2,46.7,35.47,10.0,9.34,84.06,70.94,8.0,6.72,2023-09-15 19:35:00
2274,638,1,19,2,421.77,218.83,0.0,0.0,843.54,437.66,8.0,67.48,2024-08-28 11:15:00
2275,638,2,58,4,203.32,150.99,10.0,81.33,731.95,603.96,8.0,58.56,2024-08-28 11:15:00
2276,638,3,71,1,343.19,285.54,0.0,0.0,343.19,285.54,8.0,27.46,2024-08-28 11:15:00
2277,639,1,3,5,18.77,9.78,0.0,0.0,93.85,48.9,8.0,7.51,2024-11-19 12:48:00
2278,639,2,164,3,469.49,233.23,20.0,281.69,1126.78,699.69,8.0,90.14,2024-11-19 12:48:00
2279,639,3,31,5,282.72,134.26,0.0,0.0,1413.6,671.3,8.0,113.09,2024-11-19 12:48:00
2280,640,1,191,3,566.98,264.16,0.0,0.0,1700.94,792.48,8.0,136.08,2023-11-02 21:07:00
2281,640,2,157,3,481.62,203.9,20.0,288.97,1155.89,611.7,8.0,92.47,2023-11-02 21:07:00
2282,640,3,117,1,198.75,144.86,0.0,0.0,198.75,144.86,8.0,15.9,2023-11-02 21:07:00
2283,640,4,40,4,356.48,239.78,10.0,142.59,1283.33,959.12,8.0,102.67,2023-11-02 21:07:00
2284,640,5,19,3,421.77,218.83,0.0,0.0,1265.31,656.49,8.0,101.22,2023-11-02 21:07:00
2285,641,1,195,1,595.12,269.61,5.0,29.76,565.36,269.61,8.0,45.23,2024-12-27 19:55:00
2286,641,2,75,1,71.89,50.85,0.0,0.0,71.89,50.85,8.0,5.75,2024-12-27 19:55:00
2287,641,3,58,5,203.32,150.99,10.0,101.66,914.94,754.95,8.0,73.2,2024-12-27 19:55:00
2288,641,4,134,5,137.24,65.62,15.0,102.93,583.27,328.1,8.0,46.66,2024-12-27 19:55:00
2289,642,1,186,3,387.57,251.29,5.0,58.14,1104.57,753.87,8.0,88.37,2023-04-18 21:49:00
2290,642,2,188,5,70.02,53.85,0.0,0.0,350.1,269.25,8.0,28.01,2023-04-18 21:49:00
2291,642,3,71,3,343.19,285.54,0.0,0.0,1029.57,856.62,8.0,82.37,2023-04-18 21:49:00
2292,643,1,150,2,280.85,166.57,5.0,28.09,533.61,333.14,8.0,42.69,2024-12-31 20:31:00
2293,643,2,127,5,147.27,66.77,20.0,147.27,589.08,333.85,8.0,47.13,2024-12-31 20:31:00
2294,644,1,171,5,473.55,273.74,0.0,0.0,2367.75,1368.7,8.0,189.42,2024-08-02 14:38:00
2295,644,2,98,1,374.73,212.83,5.0,18.74,355.99,212.83,8.0,28.48,2024-08-02 14:38:00
2296,644,3,11,5,398.08,171.93,0.0,0.0,1990.4,859.65,8.0,159.23,2024-08-02 14:38:00
2297,644,4,155,1,485.13,253.71,0.0,0.0,485.13,253.71,8.0,38.81,2024-08-02 14:38:00
2298,644,5,28,1,473.35,290.21,0.0,0.0,473.35,290.21,8.0,37.87,2024-08-02 14:38:00
2299,645,1,118,4,460.35,256.22,15.0,276.21,1565.19,1024.88,8.0,125.22,2023-12-22 18:50:00
2300,645,2,147,4,185.39,136.89,5.0,37.08,704.48,547.56,8.0,56.36,2023-12-22 18:50:00
2301,645,3,134,1,137.24,65.62,15.0,20.59,116.65,65.62,8.0,9.33,2023-12-22 18:50:00
2302,645,4,10,2,55.16,32.58,15.0,16.55,93.77,65.16,8.0,7.5,2023-12-22 18:50:00
2303,646,1,117,2,198.75,144.86,0.0,0.0,397.5,289.72,8.0,31.8,2024-02-27 20:01:00
2304,646,2,65,3,282.14,151.36,0.0,0.0,846.42,454.08,8.0,67.71,2024-02-27 20:01:00
2305,646,3,92,4,91.42,42.57,20.0,73.14,292.54,170.28,8.0,23.4,2024-02-27 20:01:00
2306,646,4,175,1,397.38,163.46,0.0,0.0,397.38,163.46,8.0,31.79,2024-02-27 20:01:00
2307,646,5,89,3,150.97,105.52,0.0,0.0,452.91,316.56,8.0,36.23,2024-02-27 20:01:00
2308,646,6,91,4,280.31,196.51,0.0,0.0,1121.24,786.04,8.0,89.7,2024-02-27 20:01:00
2309,647,1,103,1,104.39,49.58,20.0,20.88,83.51,49.58,8.0,6.68,2024-07-14 18:20:00
2310,647,2,193,3,123.84,72.8,10.0,37.15,334.37,218.4,8.0,26.75,2024-07-14 18:20:00
2311,647,3,90,3,279.33,115.21,0.0,0.0,837.99,345.63,8.0,67.04,2024-07-14 18:20:00
2312,647,4,200,5,400.86,233.39,5.0,100.22,1904.08,1166.95,8.0,152.33,2024-07-14 18:20:00
2313,647,5,45,5,97.88,45.0,20.0,97.88,391.52,225.0,8.0,31.32,2024-07-14 18:20:00
2314,647,6,128,2,304.41,124.0,10.0,60.88,547.94,248.0,8.0,43.84,2024-07-14 18:20:00
2315,648,1,194,2,136.02,57.34,10.0,27.2,244.84,114.68,8.0,19.59,2024-09-28 15:40:00
2316,648,2,98,3,374.73,212.83,5.0,56.21,1067.98,638.49,8.0,85.44,2024-09-28 15:40:00
2317,649,1,29,2,233.21,136.5,0.0,0.0,466.42,273.0,8.0,37.31,2023-06-13 10:20:00
2318,650,1,179,5,115.5,77.62,20.0,115.5,462.0,388.1,8.0,36.96,2024-07-05 10:25:00
2319,650,2,20,4,68.1,48.05,5.0,13.62,258.78,192.2,8.0,20.7,2024-07-05 10:25:00
2320,650,3,51,3,410.82,201.03,15.0,184.87,1047.59,603.09,8.0,83.81,2024-07-05 10:25:00
2321,650,4,24,2,343.12,179.71,15.0,102.94,583.3,359.42,8.0,46.66,2024-07-05 10:25:00
2322,650,5,183,3,226.14,122.05,15.0,101.76,576.66,366.15,8.0,46.13,2024-07-05 10:25:00
2323,651,1,83,2,261.9,128.67,15.0,78.57,445.23,257.34,8.0,35.62,2023-10-28 17:36:00
2324,652,1,57,2,492.52,234.8,10.0,98.5,886.54,469.6,8.0,70.92,2023-01-27 15:14:00
2325,652,2,63,1,85.32,40.24,5.0,4.27,81.05,40.24,8.0,6.48,2023-01-27 15:14:00
2326,652,3,58,3,203.32,150.99,10.0,61.0,548.96,452.97,8.0,43.92,2023-01-27 15:14:00
2327,652,4,113,2,103.85,45.02,0.0,0.0,207.7,90.04,8.0,16.62,2023-01-27 15:14:00
2328,652,5,166,1,165.37,111.44,5.0,8.27,157.1,111.44,8.0,12.57,2023-01-27 15:14:00
2329,652,6,56,5,191.12,108.7,0.0,0.0,955.6,543.5,8.0,76.45,2023-01-27 15:14:00
2330,653,1,149,3,361.9,216.41,20.0,217.14,868.56,649.23,8.0,69.48,2023-07-16 14:11:00
2331,653,2,103,3,104.39,49.58,20.0,62.63,250.54,148.74,8.0,20.04,2023-07-16 14:11:00
2332,653,3,161,3,151.21,64.91,15.0,68.04,385.59,194.73,8.0,30.85,2023-07-16 14:11:00
2333,653,4,148,4,516.71,267.58,0.0,0.0,2066.84,1070.32,8.0,165.35,2023-07-16 14:11:00
2334,653,5,100,3,83.97,50.31,20.0,50.38,201.53,150.93,8.0,16.12,2023-07-16 14:11:00
2335,654,1,64,4,528.24,226.18,0.0,0.0,2112.96,904.72,8.0,169.04,2024-12-10 10:20:00
2336,654,2,138,5,345.22,139.74,0.0,0.0,1726.1,698.7,8.0,138.09,2024-12-10 10:20:00
2337,654,3,149,3,361.9,216.41,20.0,217.14,868.56,649.23,8.0,69.48,2024-12-10 10:20:00
2338,654,4,33,1,123.23,59.98,0.0,0.0,123.23,59.98,8.0,9.86,2024-12-10 10:20:00
2339,654,5,25,5,550.97,246.59,15.0,413.23,2341.62,1232.95,8.0,187.33,2024-12-10 10:20:00
2340,654,6,130,2,123.25,54.27,15.0,36.98,209.52,108.54,8.0,16.76,2024-12-10 10:20:00
2341,655,1,128,2,304.41,124.0,10.0,60.88,547.94,248.0,8.0,43.84,2023-02-24 15:39:00
2342,655,2,152,1,275.12,139.93,0.0,0.0,275.12,139.93,8.0,22.01,2023-02-24 15:39:00
2343,655,3,112,5,474.63,274.46,20.0,474.63,1898.52,1372.3,8.0,151.88,2023-02-24 15:39:00
2344,655,4,17,4,146.95,111.41,20.0,117.56,470.24,445.64,8.0,37.62,2023-02-24 15:39:00
2345,656,1,17,5,146.95,111.41,20.0,146.95,587.8,557.05,8.0,47.02,2023-06-01 09:43:00
2346,656,2,185,3,351.68,157.78,0.0,0.0,1055.04,473.34,8.0,84.4,2023-06-01 09:43:00
2347,656,3,71,1,343.19,285.54,0.0,0.0,343.19,285.54,8.0,27.46,2023-06-01 09:43:00
2348,657,1,116,3,45.39,19.65,15.0,20.43,115.74,58.95,8.0,9.26,2023-05-17 14:13:00
2349,657,2,80,2,321.63,243.74,0.0,0.0,643.26,487.48,8.0,51.46,2023-05-17 14:13:00
2350,657,3,138,5,345.22,139.74,0.0,0.0,1726.1,698.7,8.0,138.09,2023-05-17 14:13:00
2351,657,4,179,5,115.5,77.62,20.0,115.5,462.0,388.1,8.0,36.96,2023-05-17 14:13:00
2352,657,5,173,4,266.62,117.52,10.0,106.65,959.83,470.08,8.0,76.79,2023-05-17 14:13:00
2353,657,6,78,2,78.25,35.06,20.0,31.3,125.2,70.12,8.0,10.02,2023-05-17 14:13:00
2354,658,1,151,1,93.74,40.62,15.0,14.06,79.68,40.62,8.0,6.37,2024-09-16 08:45:00
2355,658,2,31,5,282.72,134.26,0.0,0.0,1413.6,671.3,8.0,113.09,2024-09-16 08:45:00
2356,658,3,199,1,395.59,227.72,0.0,0.0,395.59,227.72,8.0,31.65,2024-09-16 08:45:00
