transaction_id,transaction_code,transaction_date,store_id,customer_id,cashier_id,transaction_type,channel,subtotal_amount,discount_amount,tax_amount,total_amount,loyalty_points_earned,loyalty_points_redeemed,notes,created_at
737,TXN00000737,2023-06-13 21:51:00,18,382,34,SALE,IN_STORE,3915.61,226.29,295.15,3984.47,3984,0,,2023-06-13 21:51:00
738,TXN00000738,2024-11-11 10:47:00,1,282,8,SALE,ONLINE,1920.59,136.3,142.74,1927.03,1927,0,,2024-11-11 10:47:00
739,TXN00000739,2024-02-07 11:36:00,13,420,10,SALE,MOBILE,1043.8,96.41,75.79,1023.18,1023,0,,2024-02-07 11:36:00
740,TXN00000740,2023-05-28 09:44:00,17,254,41,SALE,IN_STORE,3941.8,103.23,307.09,4145.66,4145,0,,2023-05-28 09:44:00
741,TXN00000741,2023-05-04 11:11:00,1,,25,SALE,ONLINE,2884.39,63.97,225.62,3046.04,3046,0,,2023-05-04 11:11:00
742,TXN00000742,2024-05-04 18:39:00,14,471,25,SALE,MOBILE,4113.62,187.36,314.09,4240.35,4240,0,,2024-05-04 18:39:00
743,TXN00000743,2023-12-26 18:31:00,14,318,32,SALE,IN_STORE,374.73,18.74,28.48,384.47,384,0,,2023-12-26 18:31:00
744,TXN00000744,2023-09-09 19:53:00,9,43,36,SALE,MOBILE,7828.4,940.8,551.01,7438.61,7438,0,,2023-09-09 19:53:00
745,TXN00000745,2023-01-11 18:08:00,7,49,45,SALE,MOBILE,5671.98,375.92,423.69,5719.75,5719,0,,2023-01-11 18:08:00
746,TXN00000746,2023-09-17 17:07:00,18,25,44,SALE,IN_STORE,2105.38,161.6,155.5,2099.28,2099,0,,2023-09-17 17:07:00
747,TXN00000747,2023-01-06 14:49:00,7,128,46,SALE,ONLINE,3685.07,281.15,272.32,3676.24,3676,0,,2023-01-06 14:49:00
748,TXN00000748,2024-09-11 17:01:00,4,68,7,SALE,ONLINE,5396.51,99.74,423.75,5720.52,5720,0,,2024-09-11 17:01:00
749,TXN00000749,2024-12-19 14:04:00,2,286,43,SALE,ONLINE,1377.27,275.45,88.15,1189.97,1189,0,,2024-12-19 14:04:00
750,TXN00000750,2023-05-21 09:01:00,13,125,29,SALE,MOBILE,1288.96,202.18,86.94,1173.72,1173,0,,2023-05-21 09:01:00
751,TXN00000751,2023-03-10 20:42:00,12,245,3,SALE,IN_STORE,1013.5,14.04,79.95,1079.41,1079,0,,2023-03-10 20:42:00
752,TXN00000752,2024-02-05 08:23:00,10,360,8,SALE,MOBILE,251.67,50.33,16.11,217.45,217,0,,2024-02-05 08:23:00
753,TXN00000753,2023-05-21 13:58:00,1,416,31,SALE,ONLINE,1685.6,305.99,110.37,1489.98,1489,0,,2023-05-21 13:58:00
754,TXN00000754,2024-10-04 16:54:00,6,325,33,SALE,IN_STORE,619.64,123.93,39.66,535.37,535,0,,2024-10-04 16:54:00
755,TXN00000755,2024-08-02 10:15:00,16,38,2,SALE,IN_STORE,3568.27,240.07,266.26,3594.46,3594,0,,2024-08-02 10:15:00
756,TXN00000756,2023-08-19 19:58:00,15,444,42,SALE,MOBILE,2112.8,233.43,150.35,2029.72,2029,0,,2023-08-19 19:58:00
757,TXN00000757,2023-03-18 14:38:00,20,255,36,SALE,IN_STORE,483.34,48.33,34.8,469.81,469,0,,2023-03-18 14:38:00
758,TXN00000758,2024-04-20 18:51:00,12,144,33,SALE,ONLINE,3210.93,46.95,253.11,3417.09,3417,0,,2024-04-20 18:51:00
759,TXN00000759,2024-11-29 17:38:00,19,473,17,SALE,MOBILE,8658.93,676.98,638.56,8620.51,8620,0,,2024-11-29 17:38:00
760,TXN00000760,2023-11-17 13:58:00,10,117,13,SALE,ONLINE,1005.96,12.23,79.5,1073.23,1073,0,,2023-11-17 13:58:00
761,TXN00000761,2024-03-10 18:42:00,14,307,13,SALE,MOBILE,1640.54,308.54,106.56,1438.56,1438,0,,2024-03-10 18:42:00
762,TXN00000762,2024-04-18 17:33:00,18,409,14,SALE,MOBILE,1623.3,38.76,126.76,1711.3,1711,0,,2024-04-18 17:33:00
763,TXN00000763,2024-05-10 19:17:00,16,201,36,SALE,ONLINE,4087.25,407.22,294.4,3974.43,3974,0,,2024-05-10 19:17:00
764,TXN00000764,2023-09-18 15:29:00,3,479,39,SALE,IN_STORE,4107.86,102.08,320.47,4326.25,4326,0,,2023-09-18 15:29:00
765,TXN00000765,2023-05-24 10:07:00,14,62,36,SALE,MOBILE,2491.07,29.76,196.91,2658.22,2658,0,,2023-05-24 10:07:00
766,TXN00000766,2024-03-09 11:02:00,4,352,40,SALE,MOBILE,2363.7,225.7,171.04,2309.04,2309,0,,2024-03-09 11:02:00
767,TXN00000767,2023-08-31 10:01:00,9,182,11,SALE,IN_STORE,6676.15,440.56,498.85,6734.44,6734,0,,2023-08-31 10:01:00
768,TXN00000768,2024-05-12 09:06:00,20,139,40,SALE,IN_STORE,2146.92,232.38,153.17,2067.71,2067,0,,2024-05-12 09:06:00
769,TXN00000769,2024-11-18 12:27:00,9,123,10,SALE,MOBILE,4763.43,494.27,341.54,4610.7,4610,0,,2024-11-18 12:27:00
770,TXN00000770,2024-07-08 20:17:00,20,12,22,SALE,ONLINE,1614.83,106.65,120.66,1628.84,1628,0,,2024-07-08 20:17:00
771,TXN00000771,2024-03-28 17:13:00,16,199,26,SALE,IN_STORE,2828.83,483.34,187.64,2533.13,2533,0,,2024-03-28 17:13:00
772,TXN00000772,2023-10-25 11:24:00,12,128,23,SALE,ONLINE,2011.46,55.53,156.48,2112.41,2112,0,,2023-10-25 11:24:00
773,TXN00000773,2024-04-01 14:05:00,1,371,11,SALE,IN_STORE,2573.98,0.0,205.92,2779.9,2779,0,,2024-04-01 14:05:00
774,TXN00000774,2023-07-20 21:02:00,17,415,45,SALE,MOBILE,3171.78,207.11,237.17,3201.84,3201,0,,2023-07-20 21:02:00
775,TXN00000775,2023-09-19 15:09:00,9,,20,SALE,IN_STORE,2332.92,385.0,155.83,2103.75,2103,0,,2023-09-19 15:09:00
776,TXN00000776,2024-09-27 08:36:00,3,48,5,SALE,IN_STORE,4807.46,170.78,370.94,5007.62,5007,0,,2024-09-27 08:36:00
777,TXN00000777,2024-07-20 20:23:00,18,237,33,SALE,IN_STORE,5216.53,861.92,348.36,4702.97,4702,0,,2024-07-20 20:23:00
778,TXN00000778,2023-06-09 21:08:00,5,241,30,SALE,IN_STORE,3835.27,492.9,267.39,3609.76,3609,0,,2023-06-09 21:08:00
779,TXN00000779,2023-09-12 10:40:00,6,366,44,SALE,ONLINE,2028.19,83.4,155.59,2100.38,2100,0,,2023-09-12 10:40:00
780,TXN00000780,2024-06-21 15:41:00,18,456,33,SALE,ONLINE,7950.0,718.01,578.56,7810.55,7810,0,,2024-06-21 15:41:00
781,TXN00000781,2024-01-12 21:19:00,7,,25,SALE,ONLINE,1940.52,0.0,155.24,2095.76,2095,0,,2024-01-12 21:19:00
782,TXN00000782,2023-01-17 11:27:00,1,102,15,SALE,ONLINE,3506.14,358.44,251.82,3399.52,3399,0,,2023-01-17 11:27:00
783,TXN00000783,2024-01-16 11:29:00,13,239,41,SALE,IN_STORE,1965.26,96.67,149.49,2018.08,2018,0,,2024-01-16 11:29:00
784,TXN00000784,2024-01-31 18:55:00,2,466,31,SALE,IN_STORE,2212.41,82.35,170.4,2300.46,2300,0,,2024-01-31 18:55:00
785,TXN00000785,2023-06-19 08:06:00,7,260,4,SALE,IN_STORE,3513.32,101.76,272.92,3684.48,3684,0,,2023-06-19 08:06:00
786,TXN00000786,2023-01-25 15:25:00,7,191,24,SALE,IN_STORE,4242.06,688.78,284.26,3837.54,3837,0,,2023-01-25 15:25:00
787,TXN00000787,2024-05-14 14:48:00,19,225,22,SALE,MOBILE,5768.93,148.39,449.65,6070.19,6070,0,,2024-05-14 14:48:00
788,TXN00000788,2023-07-21 09:39:00,9,391,13,SALE,ONLINE,1894.37,49.25,147.61,1992.73,1992,0,,2023-07-21 09:39:00
789,TXN00000789,2023-06-05 14:35:00,7,423,30,SALE,IN_STORE,2728.18,111.79,209.31,2825.7,2825,0,,2023-06-05 14:35:00
790,TXN00000790,2024-04-15 20:57:00,4,,36,SALE,MOBILE,4180.51,181.2,319.95,4319.26,4319,0,,2024-04-15 20:57:00
791,TXN00000791,2024-08-26 16:43:00,17,350,31,SALE,ONLINE,1972.54,221.66,140.08,1890.96,1890,0,,2024-08-26 16:43:00
792,TXN00000792,2024-02-19 08:37:00,10,371,16,SALE,ONLINE,2239.99,123.93,169.29,2285.35,2285,0,,2024-02-19 08:37:00
793,TXN00000793,2024-02-14 14:36:00,18,212,43,SALE,IN_STORE,1959.37,17.06,155.38,2097.69,2097,0,,2024-02-14 14:36:00
794,TXN00000794,2023-06-07 14:30:00,14,222,8,SALE,ONLINE,567.3,56.73,40.85,551.42,551,0,,2023-06-07 14:30:00
795,TXN00000795,2024-08-25 11:25:00,16,203,21,SALE,MOBILE,4284.92,589.38,295.65,3991.19,3991,0,,2024-08-25 11:25:00
796,TXN00000796,2023-01-09 10:34:00,3,43,12,SALE,IN_STORE,1414.64,166.55,99.84,1347.93,1347,0,,2023-01-09 10:34:00
797,TXN00000797,2024-12-17 13:42:00,12,471,40,SALE,IN_STORE,2496.66,200.16,183.72,2480.22,2480,0,,2024-12-17 13:42:00
798,TXN00000798,2023-04-21 12:37:00,13,252,5,SALE,ONLINE,2452.58,0.0,196.2,2648.78,2648,0,,2023-04-21 12:37:00
799,TXN00000799,2024-12-17 16:06:00,9,398,45,SALE,ONLINE,2421.57,204.72,177.35,2394.2,2394,0,,2024-12-17 16:06:00
800,TXN00000800,2023-10-28 18:45:00,12,157,10,SALE,MOBILE,4425.86,27.84,351.85,4749.87,4749,0,,2023-10-28 18:45:00
801,TXN00000801,2023-05-01 10:06:00,3,,16,SALE,MOBILE,5447.79,329.12,409.5,5528.17,5528,0,,2023-05-01 10:06:00
802,TXN00000802,2024-10-21 18:42:00,14,477,13,SALE,ONLINE,3958.79,189.29,301.55,4071.05,4071,0,,2024-10-21 18:42:00
803,TXN00000803,2023-09-16 14:11:00,2,,48,SALE,MOBILE,3648.44,336.41,264.97,3577.0,3577,0,,2023-09-16 14:11:00
804,TXN00000804,2024-08-03 21:44:00,11,385,6,SALE,ONLINE,1536.75,86.67,116.01,1566.09,1566,0,,2024-08-03 21:44:00
805,TXN00000805,2024-06-09 17:31:00,2,123,41,SALE,ONLINE,974.76,66.53,72.66,980.89,980,0,,2024-06-09 17:31:00
806,TXN00000806,2024-05-09 20:52:00,11,,38,SALE,MOBILE,5531.94,611.26,393.65,5314.33,5314,0,,2024-05-09 20:52:00
807,TXN00000807,2023-02-10 15:46:00,7,487,38,SALE,MOBILE,2674.77,13.6,212.88,2874.05,2874,0,,2023-02-10 15:46:00
808,TXN00000808,2024-04-19 17:36:00,16,214,17,SALE,ONLINE,1614.36,0.0,129.15,1743.51,1743,0,,2024-04-19 17:36:00
809,TXN00000809,2023-09-18 14:16:00,8,297,3,SALE,IN_STORE,1233.96,0.0,98.72,1332.68,1332,0,,2023-09-18 14:16:00
810,TXN00000810,2023-02-18 09:51:00,8,221,50,SALE,MOBILE,3539.74,145.0,271.58,3666.32,3666,0,,2023-02-18 09:51:00
811,TXN00000811,2024-06-30 18:35:00,16,110,12,SALE,MOBILE,2496.42,121.93,189.96,2564.45,2564,0,,2024-06-30 18:35:00
812,TXN00000812,2024-10-24 11:30:00,14,,48,SALE,MOBILE,133.46,13.35,9.61,129.72,129,0,,2024-10-24 11:30:00
813,TXN00000813,2023-06-15 14:13:00,10,213,1,SALE,IN_STORE,5797.66,458.24,427.15,5766.57,5766,0,,2023-06-15 14:13:00
814,TXN00000814,2024-04-07 13:07:00,9,59,23,SALE,IN_STORE,3462.78,140.28,265.79,3588.29,3588,0,,2024-04-07 13:07:00
815,TXN00000815,2023-09-14 19:01:00,13,280,31,SALE,MOBILE,4842.59,597.7,339.58,4584.47,4584,0,,2023-09-14 19:01:00
816,TXN00000816,2024-03-18 09:51:00,11,406,43,SALE,ONLINE,5800.5,287.45,441.05,5954.1,5954,0,,2024-03-18 09:51:00
817,TXN00000817,2024-01-13 11:57:00,15,329,13,SALE,IN_STORE,220.64,33.1,15.0,202.54,202,0,,2024-01-13 11:57:00
818,TXN00000818,2024-11-11 13:41:00,12,,9,SALE,IN_STORE,3397.51,389.18,240.66,3248.99,3248,0,,2024-11-11 13:41:00
819,TXN00000819,2024-08-30 10:30:00,17,60,16,SALE,ONLINE,3627.65,227.28,272.03,3672.4,3672,0,,2024-08-30 10:30:00
820,TXN00000820,2023-04-20 08:19:00,14,440,32,SALE,ONLINE,5357.92,462.36,391.66,5287.22,5287,0,,2023-04-20 08:19:00
821,TXN00000821,2023-10-19 13:11:00,1,,8,SALE,IN_STORE,4195.82,255.87,315.19,4255.14,4255,0,,2023-10-19 13:11:00
822,TXN00000822,2023-08-26 08:17:00,7,41,37,SALE,MOBILE,4148.12,216.79,314.51,4245.84,4245,0,,2023-08-26 08:17:00
823,TXN00000823,2023-11-01 09:57:00,10,337,9,SALE,IN_STORE,2819.63,12.38,224.58,3031.83,3031,0,,2023-11-01 09:57:00
824,TXN00000824,2024-05-03 08:30:00,19,,36,SALE,IN_STORE,4009.22,70.6,315.09,4253.71,4253,0,,2024-05-03 08:30:00
825,TXN00000825,2024-08-05 19:55:00,11,333,31,SALE,IN_STORE,574.04,86.11,39.03,526.96,526,0,,2024-08-05 19:55:00
826,TXN00000826,2023-01-06 18:33:00,17,209,16,SALE,IN_STORE,4751.05,86.98,373.13,5037.2,5037,0,,2023-01-06 18:33:00
827,TXN00000827,2023-07-17 21:33:00,7,199,19,SALE,ONLINE,3224.08,32.01,255.37,3447.44,3447,0,,2023-07-17 21:33:00
828,TXN00000828,2024-05-24 08:07:00,14,310,8,SALE,MOBILE,4349.56,122.09,338.21,4565.68,4565,0,,2024-05-24 08:07:00
829,TXN00000829,2023-02-17 19:04:00,2,128,22,SALE,IN_STORE,2283.89,16.0,181.44,2449.33,2449,0,,2023-02-17 19:04:00
830,TXN00000830,2023-05-07 21:23:00,5,332,43,SALE,IN_STORE,1967.24,235.45,138.54,1870.33,1870,0,,2023-05-07 21:23:00
831,TXN00000831,2024-11-12 21:42:00,13,446,17,SALE,IN_STORE,781.87,0.0,62.55,844.42,844,0,,2024-11-12 21:42:00
832,TXN00000832,2023-03-03 19:29:00,15,401,50,SALE,IN_STORE,4099.29,267.05,306.58,4138.82,4138,0,,2023-03-03 19:29:00
833,TXN00000833,2024-04-10 13:19:00,17,,9,SALE,IN_STORE,3517.67,315.03,256.22,3458.86,3458,0,,2024-04-10 13:19:00
834,TXN00000834,2024-07-18 16:41:00,13,486,17,SALE,MOBILE,1674.03,0.0,133.92,1807.95,1807,0,,2024-07-18 16:41:00
835,TXN00000835,2023-11-14 19:25:00,9,265,7,SALE,IN_STORE,734.75,146.95,47.02,634.82,634,0,,2023-11-14 19:25:00
836,TXN00000836,2024-07-23 21:39:00,8,343,37,SALE,ONLINE,4216.44,270.59,315.68,4261.53,4261,0,,2024-07-23 21:39:00
837,TXN00000837,2023-11-10 19:48:00,16,56,37,SALE,ONLINE,4800.78,162.71,371.04,5009.11,5009,0,,2023-11-10 19:48:00
838,TXN00000838,2023-09-08 13:02:00,13,101,32,SALE,IN_STORE,4168.05,125.84,323.38,4365.59,4365,0,,2023-09-08 13:02:00
839,TXN00000839,2023-03-20 09:36:00,18,,30,SALE,ONLINE,782.27,24.46,60.62,818.43,818,0,,2023-03-20 09:36:00
840,TXN00000840,2024-07-15 15:45:00,3,500,24,SALE,IN_STORE,2028.86,98.5,154.43,2084.79,2084,0,,2024-07-15 15:45:00
841,TXN00000841,2024-08-24 14:07:00,9,,16,SALE,MOBILE,934.69,104.97,66.37,896.09,896,0,,2024-08-24 14:07:00
842,TXN00000842,2024-09-04 16:47:00,3,406,22,SALE,IN_STORE,6819.77,335.06,518.78,7003.49,7003,0,,2024-09-04 16:47:00
843,TXN00000843,2024-08-12 12:00:00,17,474,48,SALE,IN_STORE,2165.33,141.35,161.92,2185.9,2185,0,,2024-08-12 12:00:00
844,TXN00000844,2023-06-26 21:10:00,1,99,14,SALE,IN_STORE,1691.24,0.0,135.3,1826.54,1826,0,,2023-06-26 21:10:00
845,TXN00000845,2024-04-05 11:39:00,15,,41,SALE,ONLINE,1472.2,0.0,117.77,1589.97,1589,0,,2024-04-05 11:39:00
846,TXN00000846,2023-06-12 15:24:00,5,427,3,SALE,MOBILE,982.89,0.0,78.63,1061.52,1061,0,,2023-06-12 15:24:00
847,TXN00000847,2023-06-11 11:04:00,4,,45,SALE,IN_STORE,2880.06,193.34,214.94,2901.66,2901,0,,2023-06-11 11:04:00
848,TXN00000848,2024-08-28 17:21:00,18,272,12,SALE,MOBILE,2725.52,453.88,181.73,2453.37,2453,0,,2024-08-28 17:21:00
849,TXN00000849,2023-08-08 19:51:00,9,311,19,SALE,ONLINE,1643.28,246.49,111.74,1508.53,1508,0,,2023-08-08 19:51:00
850,TXN00000850,2024-08-18 09:50:00,15,448,4,SALE,MOBILE,6669.52,199.42,517.6,6987.7,6987,0,,2024-08-18 09:50:00
851,TXN00000851,2023-02-21 16:54:00,8,124,17,SALE,ONLINE,6377.8,227.35,492.03,6642.48,6642,0,,2023-02-21 16:54:00
852,TXN00000852,2024-03-13 15:54:00,5,23,10,SALE,MOBILE,2885.09,288.51,207.73,2804.31,2804,0,,2024-03-13 15:54:00
853,TXN00000853,2024-07-13 09:47:00,3,325,3,SALE,IN_STORE,2211.78,272.16,155.17,2094.79,2094,0,,2024-07-13 09:47:00
854,TXN00000854,2023-02-01 09:20:00,1,371,6,SALE,MOBILE,1247.08,68.01,94.33,1273.4,1273,0,,2023-02-01 09:20:00
855,TXN00000855,2024-07-05 18:23:00,4,458,2,SALE,MOBILE,2870.2,430.53,195.17,2634.84,2634,0,,2024-07-05 18:23:00
856,TXN00000856,2024-05-31 18:18:00,11,59,43,SALE,MOBILE,3732.54,107.73,289.99,3914.8,3914,0,,2024-05-31 18:18:00
857,TXN00000857,2023-03-20 10:11:00,16,268,3,SALE,MOBILE,2685.88,216.85,197.53,2666.56,2666,0,,2023-03-20 10:11:00
858,TXN00000858,2024-09-05 08:00:00,15,,26,SALE,ONLINE,2369.77,31.91,187.03,2524.89,2524,0,,2024-09-05 08:00:00
859,TXN00000859,2023-10-03 16:14:00,4,77,37,SALE,ONLINE,1787.48,218.55,125.51,1694.44,1694,0,,2023-10-03 16:14:00
860,TXN00000860,2024-04-26 08:26:00,18,321,36,SALE,ONLINE,3267.0,126.72,251.22,3391.5,3391,0,,2024-04-26 08:26:00
861,TXN00000861,2024-10-01 20:40:00,12,9,8,SALE,MOBILE,2439.01,231.86,176.58,2383.73,2383,0,,2024-10-01 20:40:00
862,TXN00000862,2023-09-22 21:41:00,1,376,34,SALE,IN_STORE,2421.66,67.8,188.3,2542.16,2542,0,,2023-09-22 21:41:00
863,TXN00000863,2024-02-14 12:15:00,7,33,40,SALE,MOBILE,1121.04,170.88,76.01,1026.17,1026,0,,2024-02-14 12:15:00
864,TXN00000864,2024-11-13 19:19:00,17,343,28,SALE,IN_STORE,2781.74,309.12,197.81,2670.43,2670,0,,2024-11-13 19:19:00
865,TXN00000865,2023-03-26 15:55:00,10,129,41,SALE,ONLINE,251.91,50.38,16.12,217.65,217,0,,2023-03-26 15:55:00
866,TXN00000866,2023-02-13 10:25:00,12,444,35,SALE,MOBILE,1854.9,79.99,141.99,1916.9,1916,0,,2023-02-13 10:25:00
867,TXN00000867,2023-01-24 18:05:00,7,467,33,SALE,IN_STORE,4775.83,224.4,364.11,4915.54,4915,0,,2023-01-24 18:05:00
868,TXN00000868,2024-05-27 16:11:00,12,358,44,SALE,MOBILE,4400.31,104.89,343.64,4639.06,4639,0,,2024-05-27 16:11:00
869,TXN00000869,2023-10-26 11:13:00,10,30,34,SALE,ONLINE,1605.26,40.34,125.19,1690.11,1690,0,,2023-10-26 11:13:00
870,TXN00000870,2024-02-09 19:14:00,11,63,30,SALE,MOBILE,2193.82,352.98,147.27,1988.11,1988,0,,2024-02-09 19:14:00
871,TXN00000871,2023-07-23 11:37:00,4,311,32,SALE,IN_STORE,1148.08,172.21,78.07,1053.94,1053,0,,2023-07-23 11:37:00
872,TXN00000872,2024-02-21 21:02:00,11,21,27,SALE,MOBILE,4958.13,370.94,366.97,4954.16,4954,0,,2024-02-21 21:02:00
873,TXN00000873,2023-07-09 11:52:00,1,,7,SALE,ONLINE,2892.85,0.0,231.43,3124.28,3124,0,,2023-07-09 11:52:00
874,TXN00000874,2024-09-03 16:59:00,4,429,22,SALE,ONLINE,341.28,17.06,25.94,350.16,350,0,,2024-09-03 16:59:00
875,TXN00000875,2024-09-02 09:46:00,9,422,9,SALE,IN_STORE,3767.81,233.25,282.76,3817.32,3817,0,,2024-09-02 09:46:00
876,TXN00000876,2023-05-07 21:33:00,10,414,2,SALE,MOBILE,6561.76,236.37,506.02,6831.41,6831,0,,2023-05-07 21:33:00
877,TXN00000877,2023-06-11 11:38:00,7,371,6,SALE,ONLINE,4637.39,349.53,343.03,4630.89,4630,0,,2023-06-11 11:38:00
878,TXN00000878,2024-02-22 19:02:00,10,275,26,SALE,ONLINE,4125.84,458.53,293.38,3960.69,3960,0,,2024-02-22 19:02:00
879,TXN00000879,2023-04-30 19:08:00,2,50,25,SALE,ONLINE,2270.76,181.1,167.18,2256.84,2256,0,,2023-04-30 19:08:00
880,TXN00000880,2023-01-28 14:09:00,3,391,28,SALE,MOBILE,4591.75,283.99,344.62,4652.38,4652,0,,2023-01-28 14:09:00
881,TXN00000881,2024-05-12 18:54:00,6,56,17,SALE,ONLINE,4491.55,383.92,328.61,4436.24,4436,0,,2024-05-12 18:54:00
882,TXN00000882,2024-07-21 08:50:00,4,459,27,SALE,IN_STORE,4224.83,253.5,317.7,4289.03,4289,0,,2024-07-21 08:50:00
883,TXN00000883,2023-02-24 09:42:00,12,64,33,SALE,ONLINE,796.74,6.81,63.2,853.13,853,0,,2023-02-24 09:42:00
884,TXN00000884,2023-10-24 12:36:00,19,412,38,SALE,IN_STORE,1147.82,172.17,78.05,1053.7,1053,0,,2023-10-24 12:36:00
885,TXN00000885,2024-10-02 14:49:00,20,320,34,SALE,ONLINE,4313.51,389.67,313.92,4237.76,4237,0,,2024-10-02 14:49:00
886,TXN00000886,2024-08-05 11:09:00,12,327,37,SALE,MOBILE,2625.23,482.3,171.43,2314.36,2314,0,,2024-08-05 11:09:00
887,TXN00000887,2023-08-17 12:49:00,7,430,36,SALE,IN_STORE,3766.21,0.0,301.3,4067.51,4067,0,,2023-08-17 12:49:00
888,TXN00000888,2024-04-29 10:25:00,20,286,34,SALE,MOBILE,7906.07,393.92,600.97,8113.12,8113,0,,2024-04-29 10:25:00
889,TXN00000889,2023-09-07 16:08:00,20,333,22,SALE,IN_STORE,4873.96,376.26,359.81,4857.51,4857,0,,2023-09-07 16:08:00
890,TXN00000890,2024-01-03 16:43:00,5,391,36,SALE,ONLINE,1449.49,284.78,93.18,1257.89,1257,0,,2024-01-03 16:43:00
891,TXN00000891,2023-03-16 21:13:00,13,323,28,SALE,IN_STORE,1324.96,198.74,90.1,1216.32,1216,0,,2023-03-16 21:13:00
892,TXN00000892,2023-05-04 12:53:00,17,173,10,SALE,IN_STORE,2556.76,0.0,204.54,2761.3,2761,0,,2023-05-04 12:53:00
893,TXN00000893,2024-10-03 08:54:00,10,140,49,SALE,IN_STORE,577.8,86.67,39.29,530.42,530,0,,2024-10-03 08:54:00
894,TXN00000894,2024-03-20 17:25:00,1,264,6,SALE,MOBILE,3543.31,255.83,263.0,3550.48,3550,0,,2024-03-20 17:25:00
895,TXN00000895,2023-03-09 14:33:00,1,,6,SALE,ONLINE,1444.86,288.97,92.47,1248.36,1248,0,,2023-03-09 14:33:00
896,TXN00000896,2023-02-25 15:26:00,3,165,29,SALE,MOBILE,1834.28,275.14,124.73,1683.87,1683,0,,2023-02-25 15:26:00
897,TXN00000897,2024-01-13 11:40:00,5,,19,SALE,ONLINE,3850.39,217.68,290.62,3923.33,3923,0,,2024-01-13 11:40:00
898,TXN00000898,2024-02-17 20:55:00,15,372,48,SALE,ONLINE,5024.29,637.81,350.92,4737.4,4737,0,,2024-02-17 20:55:00
899,TXN00000899,2024-08-01 19:59:00,13,83,13,SALE,IN_STORE,4170.13,227.84,315.39,4257.68,4257,0,,2024-08-01 19:59:00
900,TXN00000900,2023-05-16 13:22:00,8,,44,SALE,IN_STORE,4349.68,34.15,345.24,4660.77,4660,0,,2023-05-16 13:22:00
901,TXN00000901,2023-04-26 11:48:00,20,195,37,SALE,ONLINE,4947.01,452.34,359.58,4854.25,4854,0,,2023-04-26 11:48:00
902,TXN00000902,2023-03-18 18:34:00,4,230,21,SALE,IN_STORE,2603.85,0.0,208.31,2812.16,2812,0,,2023-03-18 18:34:00
903,TXN00000903,2023-04-07 14:17:00,10,499,26,SALE,ONLINE,1461.6,48.57,113.05,1526.08,1526,0,,2023-04-07 14:17:00
904,TXN00000904,2024-04-19 19:50:00,4,464,32,SALE,MOBILE,1954.39,152.41,144.16,1946.14,1946,0,,2024-04-19 19:50:00
905,TXN00000905,2023-09-25 16:59:00,6,100,49,SALE,ONLINE,4027.43,46.35,318.49,4299.57,4299,0,,2023-09-25 16:59:00
906,TXN00000906,2024-06-11 10:34:00,8,435,26,SALE,MOBILE,8370.75,385.11,638.84,8624.48,8624,0,,2024-06-11 10:34:00
907,TXN00000907,2024-02-17 21:31:00,15,32,24,SALE,IN_STORE,1270.16,20.52,99.97,1349.61,1349,0,,2024-02-17 21:31:00
908,TXN00000908,2023-06-25 10:14:00,18,338,44,SALE,ONLINE,5232.96,716.58,361.31,4877.69,4877,0,,2023-06-25 10:14:00
909,TXN00000909,2024-06-19 18:49:00,19,38,37,SALE,ONLINE,1399.71,27.81,109.75,1481.65,1481,0,,2024-06-19 18:49:00
910,TXN00000910,2024-08-27 16:49:00,20,286,22,SALE,IN_STORE,3626.67,391.23,258.84,3494.28,3494,0,,2024-08-27 16:49:00
911,TXN00000911,2024-03-19 19:38:00,8,278,41,SALE,IN_STORE,4416.95,96.8,345.61,4665.76,4665,0,,2024-03-19 19:38:00
912,TXN00000912,2024-07-12 16:29:00,10,321,6,SALE,ONLINE,705.4,0.0,56.43,761.83,761,0,,2024-07-12 16:29:00
913,TXN00000913,2024-05-04 11:34:00,18,200,35,SALE,ONLINE,5355.98,235.21,409.67,5530.44,5530,0,,2024-05-04 11:34:00
914,TXN00000914,2024-08-11 14:32:00,18,320,48,SALE,IN_STORE,5672.3,658.9,401.07,5414.47,5414,0,,2024-08-11 14:32:00
915,TXN00000915,2024-02-13 18:11:00,11,1,44,SALE,ONLINE,4826.7,234.87,367.34,4959.17,4959,0,,2024-02-13 18:11:00
916,TXN00000916,2023-05-08 10:17:00,2,,30,SALE,MOBILE,6289.98,489.83,464.01,6264.16,6264,0,,2023-05-08 10:17:00
917,TXN00000917,2024-09-18 12:11:00,7,424,37,SALE,IN_STORE,4601.03,32.01,365.52,4934.54,4934,0,,2024-09-18 12:11:00
918,TXN00000918,2024-11-27 13:11:00,6,351,26,SALE,MOBILE,7008.14,437.15,525.69,7096.68,7096,0,,2024-11-27 13:11:00
919,TXN00000919,2024-12-03 13:06:00,11,401,24,SALE,ONLINE,2509.65,92.44,193.37,2610.58,2610,0,,2024-12-03 13:06:00
920,TXN00000920,2024-01-31 21:35:00,16,490,15,SALE,IN_STORE,2699.96,477.23,177.82,2400.55,2400,0,,2024-01-31 21:35:00
921,TXN00000921,2024-06-08 21:36:00,20,346,39,SALE,ONLINE,932.84,0.0,74.63,1007.47,1007,0,,2024-06-08 21:36:00
